馬名,日付,場,馬場種別,距離,着順,人気,頭数,タイム,補正タイム,時計指数,上がり3F
アールバロン,2023-01-08,中山,芝,1600,3,3,12,93.2,93.50,54.7,34.5
フィールシンパシー,2023-01-08,中山,芝,1600,4,4,12,93.5,93.80,52.7,35.0
クロスマジェスティ,2023-01-08,中山,芝,1600,5,8,12,93.8,94.10,50.7,34.4
ヤマニンペダラーダ,2023-01-08,中山,芝,1600,6,12,12,93.9,94.20,50.0,34.8
ウインエクレール,2023-01-08,中山,芝,1600,7,5,12,94.0,94.30,49.3,34.9
アールクインダム,2023-01-08,中山,芝,1600,8,11,12,94.1,94.40,48.7,35.5
シャチ,2023-01-08,中山,芝,1600,9,10,12,94.1,94.40,48.7,34.7
レディバランタイン,2023-01-08,中山,芝,1600,10,9,12,94.6,94.90,45.3,35.1
ユキノファラオ,2023-01-08,中山,芝,1600,11,7,12,94.9,95.20,43.3,35.1
ハーモニーマゼラン,2023-01-08,中山,芝,1600,12,6,12,95.2,95.50,41.3,36.4
ニューモニュメント,2023-01-08,中山,ダ,1800,1,2,14,111.9,111.90,60.3,36.6
ウィリアムバローズ,2023-01-08,中山,ダ,1800,2,1,14,111.9,111.90,60.3,37.2
アシャカトブ,2023-01-08,中山,ダ,1800,3,6,14,112.4,112.40,57.7,37.4
ルコルセール,2023-01-08,中山,ダ,1800,4,5,14,112.5,112.50,57.2,37.6
アメリカンフェイス,2023-01-08,中山,ダ,1800,5,11,14,112.6,112.60,56.7,37.3
キタノヴィジョン,2023-01-08,中山,ダ,1800,6,7,14,112.8,112.80,55.7,37.2
リッターシュラーク,2023-01-08,中山,ダ,1800,7,13,14,112.9,112.90,55.1,37.0
ルリアン,2023-01-08,中山,ダ,1800,8,3,14,113.0,113.00,54.6,38.0
ケンシンコウ,2023-01-08,中山,ダ,1800,9,4,14,113.3,113.30,53.1,37.8
タガノディアマンテ,2023-01-08,中山,ダ,1800,10,12,14,113.3,113.30,53.1,38.1
ワーケア,2023-01-08,中山,ダ,1800,11,9,14,113.4,113.40,52.6,38.3
ディアセオリー,2023-01-08,中山,ダ,1800,12,8,14,113.7,113.70,51.0,38.4
ニュートンテソーロ,2023-01-08,中山,ダ,1800,13,14,14,113.8,113.80,50.5,39.0
メイショウムラクモ,2023-01-08,中山,ダ,1800,14,10,14,114.4,114.40,47.4,39.4
アバンチュリエ,2023-01-08,中山,芝,1600,1,3,16,93.9,94.20,50.0,35.7
スリートップキズナ,2023-01-08,中山,芝,1600,2,4,16,94.0,94.30,49.3,35.9
ティーガーデン,2023-01-08,中山,芝,1600,3,1,16,94.2,94.50,48.0,36.2
ジャッカル,2023-01-08,中山,芝,1600,4,6,16,94.4,94.70,46.6,35.7
スーパーホープ,2023-01-08,中山,芝,1600,5,5,16,94.4,94.70,46.6,36.5
ヤウガウ,2023-01-08,中山,芝,1600,6,15,16,94.7,95.00,44.6,35.3
ニシノオイカゼ,2023-01-08,中山,芝,1600,7,13,16,94.7,95.00,44.6,35.3
アップストリーム,2023-01-08,中山,芝,1600,8,9,16,94.7,95.00,44.6,35.0
ペドラフォルカ,2023-01-08,中山,芝,1600,9,10,16,94.7,95.00,44.6,36.1
ファロロジー,2023-01-08,中山,芝,1600,10,7,16,94.8,95.10,44.0,35.2
サンデイビス,2023-01-08,中山,芝,1600,11,12,16,94.9,95.20,43.3,35.7
ゲンパチアイアン,2023-01-08,中山,芝,1600,12,8,16,95.1,95.40,41.9,37.4
アルママ,2023-01-08,中山,芝,1600,13,2,16,95.1,95.40,41.9,36.3
ラキャラントシス,2023-01-08,中山,芝,1600,14,11,16,95.3,95.60,40.6,37.0
エクレアスピード,2023-01-08,中山,芝,1600,15,14,16,95.3,95.60,40.6,37.2
ドゥリトル,2023-01-08,中山,芝,1600,16,16,16,96.2,96.50,34.6,36.1
フォーチュンテラー,2023-01-09,中京,ダ,1400,1,1,13,84.5,85.85,47.2,37.1
インヴァリアンス,2023-01-09,中京,ダ,1400,2,6,13,84.8,86.15,45.3,37.2
タイミングナウ,2023-01-09,中京,ダ,1400,3,2,13,85.2,86.55,42.8,38.9
ラキ,2023-01-09,中京,ダ,1400,4,9,13,85.5,86.85,40.9,37.9
メイショウストーム,2023-01-09,中京,ダ,1400,5,13,13,85.5,86.85,40.9,37.3
サヴァイヴ,2023-01-09,中京,ダ,1400,6,8,13,85.6,86.95,40.3,39.0
ワンダースティング,2023-01-09,中京,ダ,1400,7,4,13,85.6,86.95,40.3,38.8
アランチャータ,2023-01-09,中京,ダ,1400,8,7,13,85.6,86.95,40.3,39.2
トゥルブレンシア,2023-01-09,中京,ダ,1400,9,14,13,85.7,87.05,39.7,36.9
セイカフォルゴーレ,2023-01-09,中京,ダ,1400,10,5,13,85.9,87.25,38.4,39.8
セイイーグル,2023-01-09,中京,ダ,1400,11,11,13,86.5,87.85,34.7,39.9
ロードレイライン,2023-01-09,中京,ダ,1400,12,10,13,87.7,89.05,27.2,41.5
タガノネクステージ,2023-01-09,中京,ダ,1400,13,12,13,88.5,89.85,22.2,41.9
オディロン,2023-01-09,中京,ダ,1800,1,3,16,112.9,114.25,51.9,37.0
トウセツ,2023-01-09,中京,ダ,1800,2,1,16,113.1,114.45,51.1,37.3
メイショウユズルハ,2023-01-09,中京,ダ,1800,3,4,16,113.1,114.45,51.1,36.0
セイクリッドゲイズ,2023-01-09,中京,ダ,1800,4,8,16,113.2,114.55,50.6,36.7
メイショウミカワ,2023-01-09,中京,ダ,1800,5,7,16,113.4,114.75,49.8,37.1
サンマルレジェンド,2023-01-09,中京,ダ,1800,6,5,16,113.4,114.75,49.8,38.0
テイエムマグマ,2023-01-09,中京,ダ,1800,7,10,16,113.4,114.75,49.8,37.9
ラヴォラーレ,2023-01-09,中京,ダ,1800,8,11,16,113.5,114.85,49.4,37.3
ロッキーサンダー,2023-01-09,中京,ダ,1800,9,6,16,113.5,114.85,49.4,36.8
ダッチマン,2023-01-09,中京,ダ,1800,10,13,16,113.7,115.05,48.5,37.7
セブンデイズ,2023-01-09,中京,ダ,1800,11,9,16,113.7,115.05,48.5,36.9
コルドンルージュ,2023-01-09,中京,ダ,1800,12,2,16,114.2,115.55,46.4,39.0
クリノホノオ,2023-01-09,中京,ダ,1800,13,15,16,114.3,115.65,45.9,37.8
ムエックス,2023-01-09,中京,ダ,1800,14,14,16,114.4,115.75,45.5,38.3
リリーミニスター,2023-01-09,中京,ダ,1800,15,12,16,115.6,116.95,40.4,40.0
メイケイハリアー,2023-01-09,中京,ダ,1800,16,16,16,115.9,117.25,39.1,40.1
ホープフルサイン,2023-01-09,中京,芝,1200,1,9,15,67.5,68.00,58.0,33.0
カルネアサーダ,2023-01-09,中京,芝,1200,2,8,15,67.7,68.20,56.5,34.3
トキメキ,2023-01-09,中京,芝,1200,3,13,15,67.7,68.20,56.5,33.7
ルピナスリード,2023-01-09,中京,芝,1200,4,1,15,67.8,68.30,55.8,33.7
カリボール,2023-01-09,中京,芝,1200,5,12,15,67.8,68.30,55.8,33.2
スワーヴシャルル,2023-01-09,中京,芝,1200,6,7,15,67.9,68.40,55.1,34.1
ジャスパージャック,2023-01-09,中京,芝,1200,7,3,15,67.9,68.40,55.1,34.6
メイショウチタン,2023-01-09,中京,芝,1200,8,10,15,68.0,68.50,54.4,33.8
ショウナンバニラ,2023-01-09,中京,芝,1200,9,5,15,68.0,68.50,54.4,33.6
キャプテンドレイク,2023-01-09,中京,芝,1200,10,6,15,68.0,68.50,54.4,33.1
チェアリングソング,2023-01-09,中京,芝,1200,11,14,15,68.2,68.70,52.9,33.2
スノーテーラー,2023-01-09,中京,芝,1200,12,4,15,68.2,68.70,52.9,33.5
グレイイングリーン,2023-01-09,中京,芝,1200,13,2,15,68.2,68.70,52.9,33.3
ハッピーアワー,2023-01-09,中京,芝,1200,14,15,15,68.3,68.80,52.2,33.2
アスタールビー,2023-01-09,中京,芝,1200,15,11,15,68.3,68.80,52.2,34.8
マッハモンルード,2023-01-09,中京,芝,2000,1,6,14,122.0,122.50,45.1,34.3
チュウワダンス,2023-01-09,中京,芝,2000,2,1,14,122.0,122.50,45.1,33.9
ヴィトーリア,2023-01-09,中京,芝,2000,3,8,14,122.1,122.60,44.7,34.5
カイザー,2023-01-09,中京,芝,2000,4,3,14,122.1,122.60,44.7,34.3
ベリーヴィーナス,2023-01-09,中京,芝,2000,5,9,14,122.2,122.70,44.2,34.2
インザオベーション,2023-01-09,中京,芝,2000,6,2,14,122.3,122.80,43.8,34.3
ツッチーフェイス,2023-01-09,中京,芝,2000,7,7,14,122.4,122.90,43.3,33.8
ヒルノロワール,2023-01-09,中京,芝,2000,8,14,14,122.7,123.20,42.0,34.2
ダノンティアラ,2023-01-09,中京,芝,2000,9,12,14,122.7,123.20,42.0,35.3
ニホンピロマリブ,2023-01-09,中京,芝,2000,10,11,14,122.8,123.30,41.5,34.6
ラリベラ,2023-01-09,中京,芝,2000,11,10,14,122.9,123.40,41.1,34.6
ゲンパチムサシ,2023-01-09,中京,芝,2000,12,5,14,122.9,123.40,41.1,34.8
ダノンフロイデ,2023-01-09,中京,芝,2000,13,4,14,122.9,123.40,41.1,34.5
メッセージソング,2023-01-09,中京,芝,2000,14,13,14,122.9,123.40,41.1,34.3
フジマサインパクト,2023-01-09,中山,ダ,2400,1,3,16,154.7,154.70,54.4,38.1
ヒミノフラッシュ,2023-01-09,中山,ダ,2400,2,8,16,155.1,155.10,53.5,38.3
ジャスパーグレイト,2023-01-09,中山,ダ,2400,3,2,16,155.1,155.10,53.5,38.9
クールファイブ,2023-01-09,中山,ダ,2400,4,11,16,155.3,155.30,53.1,38.3
トクシースタローン,2023-01-09,中山,ダ,2400,5,1,16,155.4,155.40,52.9,38.9
トーセンマーク,2023-01-09,中山,ダ,2400,6,6,16,155.9,155.90,51.9,38.7
ブルレスカ,2023-01-09,中山,ダ,2400,7,12,16,156.1,156.10,51.5,38.6
コバルトブルー,2023-01-09,中山,ダ,2400,8,10,16,156.5,156.50,50.6,39.6
ナムアミダブツ,2023-01-09,中山,ダ,2400,9,4,16,156.5,156.50,50.6,39.4
ダノンハイファイブ,2023-01-09,中山,ダ,2400,10,14,16,156.8,156.80,50.0,39.9
ハイエストエンド,2023-01-09,中山,ダ,2400,11,7,16,156.9,156.90,49.8,39.6
グッドリドゥンス,2023-01-09,中山,ダ,2400,12,16,16,156.9,156.90,49.8,39.0
ダノンピーカブー,2023-01-09,中山,ダ,2400,13,5,16,157.0,157.00,49.6,40.7
リュードマン,2023-01-09,中山,ダ,2400,14,9,16,157.2,157.20,49.2,39.6
ミエノナイスガイ,2023-01-09,中山,ダ,2400,15,13,16,157.5,157.50,48.5,40.8
ナックイルシーブ,2023-01-09,中山,ダ,2400,16,15,16,160.3,160.30,42.7,43.1
グランオフィシエ,2023-01-09,中山,芝,2200,1,5,12,134.8,134.60,45.1,34.5
サンストックトン,2023-01-09,中山,芝,2200,2,1,12,134.8,134.60,45.1,34.7
ホウオウリアリティ,2023-01-09,中山,芝,2200,3,6,12,134.8,134.60,45.1,35.1
リリーピュアハート,2023-01-09,中山,芝,2200,4,7,12,135.0,134.80,44.2,34.1
ソルドラード,2023-01-09,中山,芝,2200,5,10,12,135.0,134.80,44.2,34.3
スパイラルノヴァ,2023-01-09,中山,芝,2200,6,2,12,135.1,134.90,43.7,35.0
ロードトゥフェイム,2023-01-09,中山,芝,2200,7,9,12,135.2,135.00,43.2,34.8
アインゲーブング,2023-01-09,中山,芝,2200,8,4,12,135.4,135.20,42.2,35.6
マイネルコロンブス,2023-01-09,中山,芝,2200,9,11,12,135.4,135.20,42.2,35.5
ディナースタ,2023-01-09,中山,芝,2200,10,3,12,135.5,135.30,41.7,35.8
シルキーヴォイス,2023-01-09,中山,芝,2200,11,8,12,135.7,135.50,40.8,35.9
コスモインペリウム,2023-01-09,中山,芝,2200,12,12,12,136.9,136.70,34.9,36.4
キタウイング,2023-01-09,中山,芝,1600,1,11,16,94.3,94.10,50.7,34.9
メイクアスナッチ,2023-01-09,中山,芝,1600,2,7,16,94.3,94.10,50.7,35.3
スピードオブライト,2023-01-09,中山,芝,1600,3,6,16,94.6,94.40,48.7,36.2
ブラウンウェーブ,2023-01-09,中山,芝,1600,4,15,16,94.6,94.40,48.7,35.4
リックスター,2023-01-09,中山,芝,1600,5,9,16,94.7,94.50,48.0,36.1
アンタノバラード,2023-01-09,中山,芝,1600,6,10,16,94.7,94.50,48.0,35.8
ミシシッピテソーロ,2023-01-09,中山,芝,1600,7,4,16,94.9,94.70,46.6,36.2
イコノスタシス,2023-01-09,中山,芝,1600,8,5,16,95.0,94.80,46.0,36.4
マイレーヌ,2023-01-09,中山,芝,1600,9,12,16,95.0,94.80,46.0,36.8
ディナトセレーネ,2023-01-09,中山,芝,1600,10,2,16,95.0,94.80,46.0,36.5
ヒップホップソウル,2023-01-09,中山,芝,1600,11,1,16,95.1,94.90,45.3,36.3
ミタマ,2023-01-09,中山,芝,1600,12,13,16,95.2,95.00,44.6,35.9
チハヤ,2023-01-09,中山,芝,1600,13,16,16,96.1,95.90,38.6,36.3
エナジーチャイム,2023-01-09,中山,芝,1600,14,3,16,96.2,96.00,37.9,37.2
ディヴァージオン,2023-01-09,中山,芝,1600,15,8,16,97.3,97.10,30.5,38.1
ブルーイングリーン,2023-01-09,中山,芝,1600,16,14,16,98.7,98.50,21.2,39.8
レイトカンセイオー,2023-01-09,中山,芝,2000,1,4,17,121.0,120.80,50.0,34.6
ウィズグレイス,2023-01-09,中山,芝,2000,2,2,17,121.1,120.90,49.5,35.4
イヴニングスター,2023-01-09,中山,芝,2000,3,5,17,121.1,120.90,49.5,35.1
フジマサフリーダム,2023-01-09,中山,芝,2000,4,11,17,121.3,121.10,48.5,35.1
コスモフロイデ,2023-01-09,中山,芝,2000,5,8,17,121.4,121.20,48.0,34.6
エンパイアウエスト,2023-01-09,中山,芝,2000,6,7,17,121.6,121.40,47.0,34.6
タフトテソーロ,2023-01-09,中山,芝,2000,7,9,17,121.7,121.50,46.5,34.6
ホーリーエンブレム,2023-01-09,中山,芝,2000,8,1,17,121.8,121.60,46.0,35.1
ブルーゲート,2023-01-09,中山,芝,2000,9,6,17,122.0,121.80,45.0,35.0
カヨウネンカ,2023-01-09,中山,芝,2000,10,3,17,122.0,121.80,45.0,34.8
カメハメハタイム,2023-01-09,中山,芝,2000,11,10,17,122.1,121.90,44.5,35.6
インワンシティング,2023-01-09,中山,芝,2000,12,12,17,122.2,122.00,44.1,34.8
ヤマニンパニータ,2023-01-09,中山,芝,2000,13,13,17,122.2,122.00,44.1,34.6
トーセンクライマー,2023-01-09,中山,芝,2000,14,16,17,122.6,122.40,42.1,34.8
フォーチュンリング,2023-01-09,中山,芝,2000,15,14,17,122.9,122.70,40.6,36.2
ローズパルファン,2023-01-09,中山,芝,2000,16,15,17,122.9,122.70,40.6,35.3
フレンドジェイ,2023-01-09,中山,芝,2000,17,17,17,124.2,124.00,34.1,37.3
シェルビーズアイ,2023-01-14,中京,芝,2000,1,1,8,123.5,121.80,48.2,35.1
ウン,2023-01-14,中京,芝,2000,2,6,8,123.6,121.90,47.8,36.4
ジャスティンヴェル,2023-01-14,中京,芝,2000,3,2,8,123.8,122.10,46.9,35.2
ダディーズトリップ,2023-01-14,中京,芝,2000,4,5,8,123.9,122.20,46.4,35.6
タイセイコマンド,2023-01-14,中京,芝,2000,5,7,8,123.9,122.20,46.4,37.0
ナオミラフィネ,2023-01-14,中京,芝,2000,6,8,8,124.5,122.80,43.8,36.3
シンシアリダーリン,2023-01-14,中京,芝,2000,7,4,8,124.7,123.00,42.9,35.7
サイモンメガライズ,2023-01-14,中京,芝,2000,8,3,8,125.9,124.20,37.5,36.5
ドンフランキー,2023-01-14,中京,ダ,1400,1,1,16,83.0,83.00,65.0,36.6
レオノーレ,2023-01-14,中京,ダ,1400,2,2,16,83.4,83.40,62.5,36.5
テーオーステルス,2023-01-14,中京,ダ,1400,3,5,16,83.9,83.90,59.4,36.8
ワンダーイチョウ,2023-01-14,中京,ダ,1400,4,8,16,84.6,84.60,55.0,37.2
ヘイセイメジャー,2023-01-14,中京,ダ,1400,5,12,16,84.6,84.60,55.0,37.2
レーヴリアン,2023-01-14,中京,ダ,1400,6,4,16,84.8,84.80,53.7,37.6
ダイシンイナリ,2023-01-14,中京,ダ,1400,7,16,16,84.8,84.80,53.7,36.2
アドマイヤメティス,2023-01-14,中京,ダ,1400,8,10,16,84.9,84.90,53.1,37.5
メイショウオーギシ,2023-01-14,中京,ダ,1400,9,6,16,84.9,84.90,53.1,37.4
グットディール,2023-01-14,中京,ダ,1400,10,3,16,85.0,85.00,52.5,37.8
ウインアキレウス,2023-01-14,中京,ダ,1400,11,7,16,85.1,85.10,51.9,38.4
スズカカナロア,2023-01-14,中京,ダ,1400,12,11,16,85.3,85.30,50.6,37.3
バーニングペスカ,2023-01-14,中京,ダ,1400,13,14,16,85.3,85.30,50.6,36.9
メイショウラビエ,2023-01-14,中京,ダ,1400,14,15,16,85.3,85.30,50.6,36.6
フォルツァエフ,2023-01-14,中京,ダ,1400,15,9,16,85.6,85.60,48.8,38.6
ワイドカント,2023-01-14,中京,ダ,1400,16,13,16,86.5,86.50,43.1,39.5
アートハウス,2023-01-14,中京,芝,2000,1,1,15,123.1,121.40,50.0,33.9
アイコンテーラー,2023-01-14,中京,芝,2000,2,7,15,123.4,121.70,48.7,34.5
マリアエレーナ,2023-01-14,中京,芝,2000,3,2,15,123.6,121.90,47.8,34.4
アブレイズ,2023-01-14,中京,芝,2000,4,11,15,123.8,122.10,46.9,35.0
サトノセシル,2023-01-14,中京,芝,2000,5,6,15,124.0,122.30,46.0,34.6
ラヴユーライヴ,2023-01-14,中京,芝,2000,6,15,15,124.2,122.50,45.1,34.4
ビジン,2023-01-14,中京,芝,2000,7,13,15,124.4,122.70,44.2,35.0
ルビーカサブランカ,2023-01-14,中京,芝,2000,8,4,15,124.6,122.90,43.3,35.1
アンドヴァラナウト,2023-01-14,中京,芝,2000,9,8,15,124.7,123.00,42.9,34.8
サンテローズ,2023-01-14,中京,芝,2000,10,5,15,124.7,123.00,42.9,34.9
ホウオウイクセル,2023-01-14,中京,芝,2000,11,9,15,124.7,123.00,42.9,35.3
ルージュエヴァイユ,2023-01-14,中京,芝,2000,12,3,15,124.9,123.20,42.0,34.9
フィオリキアリ,2023-01-14,中京,芝,2000,13,12,15,125.2,123.50,40.6,35.4
エリカヴィータ,2023-01-14,中京,芝,2000,14,10,15,125.3,123.60,40.2,35.6
リアアメリア,2023-01-14,中京,芝,2000,15,14,15,125.4,123.70,39.8,35.8
アスクコンナモンダ,2023-01-14,中京,芝,1600,1,2,16,96.1,94.40,52.1,34.2
モズゴールドバレル,2023-01-14,中京,芝,1600,2,11,16,96.6,94.90,49.5,35.5
ディオ,2023-01-14,中京,芝,1600,3,1,16,96.6,94.90,49.5,34.3
クロニクルノヴァ,2023-01-14,中京,芝,1600,4,5,16,96.7,95.00,48.9,35.3
レオンバローズ,2023-01-14,中京,芝,1600,5,8,16,96.8,95.10,48.4,34.9
フラリオナ,2023-01-14,中京,芝,1600,6,12,16,96.9,95.20,47.9,35.2
アルファヒディ,2023-01-14,中京,芝,1600,7,3,16,97.1,95.40,46.8,35.6
メトセラ,2023-01-14,中京,芝,1600,8,6,16,97.1,95.40,46.8,35.9
アイキャンドウイッ,2023-01-14,中京,芝,1600,9,10,16,97.2,95.50,46.2,35.5
クリノエルサ,2023-01-14,中京,芝,1600,10,15,16,97.5,95.80,44.6,35.8
デルマアシュラ,2023-01-14,中京,芝,1600,11,14,16,97.9,96.20,42.5,35.8
クワイエット,2023-01-14,中京,芝,1600,12,13,16,98.1,96.40,41.4,36.6
ショウナンハクラク,2023-01-14,中京,芝,1600,13,4,16,98.1,96.40,41.4,35.8
パラディズム,2023-01-14,中京,芝,1600,14,16,16,98.4,96.70,39.8,36.4
ショショローザ,2023-01-14,中京,芝,1600,15,7,16,98.5,96.80,39.3,36.7
ルージュグラース,2023-01-14,中京,芝,1600,16,9,16,101.4,99.70,23.7,39.1
トラベログ,2023-01-14,中山,芝,1600,1,6,13,96.0,94.20,50.0,35.4
ニシノコウフク,2023-01-14,中山,芝,1600,2,10,13,96.2,94.40,48.7,35.4
ステラバルセロナ,2023-01-14,中山,芝,1600,3,7,13,96.2,94.40,48.7,35.1
アリスヴェリテ,2023-01-14,中山,芝,1600,4,1,13,96.4,94.60,47.3,35.5
メインクーン,2023-01-14,中山,芝,1600,5,2,13,96.4,94.60,47.3,35.4
ルージュクレセント,2023-01-14,中山,芝,1600,6,3,13,96.4,94.60,47.3,34.5
キガン,2023-01-14,中山,芝,1600,7,5,13,96.5,94.70,46.6,34.9
エミュー,2023-01-14,中山,芝,1600,8,4,13,96.5,94.70,46.6,35.4
トラネスハープ,2023-01-14,中山,芝,1600,9,11,13,96.9,95.10,44.0,36.2
セイウンスイート,2023-01-14,中山,芝,1600,10,12,13,97.1,95.30,42.6,35.7
コスモフーレイ,2023-01-14,中山,芝,1600,11,8,13,97.1,95.30,42.6,35.4
コウセイマリア,2023-01-14,中山,芝,1600,12,9,13,97.1,95.30,42.6,35.7
カレイジャス,2023-01-14,中山,芝,1600,13,13,13,98.1,96.30,35.9,36.0
ロードヴァレンチ,2023-01-14,中山,ダ,1800,1,1,12,112.7,112.70,56.2,37.5
レッドラパルマ,2023-01-14,中山,ダ,1800,2,2,12,113.3,113.30,53.1,37.4
タイセイスラッガー,2023-01-14,中山,ダ,1800,3,7,12,113.7,113.70,51.0,38.4
ソニックベガ,2023-01-14,中山,ダ,1800,4,6,12,113.7,113.70,51.0,37.9
カフェスペランツァ,2023-01-14,中山,ダ,1800,5,8,12,114.1,114.10,49.0,38.0
ナリノモンターニュ,2023-01-14,中山,ダ,1800,6,10,12,114.2,114.20,48.5,37.9
ロンコーネ,2023-01-14,中山,ダ,1800,7,3,12,114.3,114.30,47.9,38.3
カシノブレンド,2023-01-14,中山,ダ,1800,8,4,12,114.7,114.70,45.9,38.8
ダノンアレー,2023-01-14,中山,ダ,1800,9,9,12,114.9,114.90,44.9,39.4
スペロデア,2023-01-14,中山,ダ,1800,10,11,12,115.0,115.00,44.3,39.3
アズユーフィール,2023-01-14,中山,ダ,1800,11,5,12,115.3,115.30,42.8,39.2
トミケンボハテル,2023-01-14,中山,ダ,1800,12,12,12,117.4,117.40,32.0,40.9
ジュビリーヘッド,2023-01-14,中山,芝,1200,1,1,16,69.0,67.20,63.7,34.5
ジュニパーベリー,2023-01-14,中山,芝,1200,2,12,16,69.1,67.30,62.6,34.9
ストーンリッジ,2023-01-14,中山,芝,1200,3,4,16,69.3,67.50,60.5,34.5
ミニオンペール,2023-01-14,中山,芝,1200,4,7,16,69.3,67.50,60.5,34.4
チェアリングソング,2023-01-14,中山,芝,1200,5,14,16,69.4,67.60,59.5,33.9
ルッジェーロ,2023-01-14,中山,芝,1200,6,8,16,69.4,67.60,59.5,33.6
スマートリアン,2023-01-14,中山,芝,1200,7,3,16,69.5,67.70,58.4,34.5
ショックアクション,2023-01-14,中山,芝,1200,8,15,16,69.5,67.70,58.4,33.9
コムストックロード,2023-01-14,中山,芝,1200,9,2,16,69.6,67.80,57.4,34.9
エレナアヴァンティ,2023-01-14,中山,芝,1200,10,5,16,69.7,67.90,56.3,35.4
フレッチア,2023-01-14,中山,芝,1200,11,6,16,69.8,68.00,55.3,34.7
カイザーメランジェ,2023-01-14,中山,芝,1200,12,16,16,69.8,68.00,55.3,34.9
ディヴィナシオン,2023-01-14,中山,芝,1200,13,9,16,69.9,68.10,54.2,34.5
ザイツィンガー,2023-01-14,中山,芝,1200,14,11,16,69.9,68.10,54.2,33.8
インターミッション,2023-01-14,中山,芝,1200,15,10,16,70.1,68.30,52.1,34.2
ライオンボス,2023-01-14,中山,芝,1200,16,13,16,70.4,68.60,48.9,35.8
サクセスシュート,2023-01-14,中山,芝,2200,1,3,11,137.6,135.80,39.3,34.7
トーセンリョウ,2023-01-14,中山,芝,2200,2,1,11,137.7,135.90,38.8,35.3
ジオフロント,2023-01-14,中山,芝,2200,3,5,11,137.9,136.10,37.8,35.5
シャドウマッドネス,2023-01-14,中山,芝,2200,4,10,11,138.2,136.40,36.4,34.9
ヒューマンコメディ,2023-01-14,中山,芝,2200,5,6,11,138.3,136.50,35.9,35.6
ダノングレーター,2023-01-14,中山,芝,2200,6,7,11,138.3,136.50,35.9,35.6
マイネルオーサム,2023-01-14,中山,芝,2200,7,9,11,138.5,136.70,34.9,35.5
リリーブライト,2023-01-14,中山,芝,2200,8,11,11,138.5,136.70,34.9,35.6
ウインエアフォルク,2023-01-14,中山,芝,2200,9,8,11,138.6,136.80,34.4,35.7
キントリヒ,2023-01-14,中山,芝,2200,10,4,11,138.8,137.00,33.5,36.1
キャルレイ,2023-01-14,中山,芝,2200,11,2,11,139.0,137.20,32.5,36.6
フィレンツェ,2023-01-14,小倉,芝,2600,1,10,16,160.4,162.00,50.4,35.7
